LOCATION NAME,LOCATION OPERATOR,LOCATION,POOLING AREA,LOCATION TYPE,STATE,COUNTY,METER CAPACITY,
CERC-GMRI BOSSIER ACCT ,ENABLE GAS TRANSMISSION  ,015431,SOUTH,MQ,LA,BOSSIER                       ,000000030,
CERC-GMRI SHRVPORT ACCT,ENABLE GAS TRANSMISSION  ,015432,SOUTH,MQ,LA,CADDO                         ,000000030,
CERC-NESTLE HLTH SC ACC,ENABLE GAS TRANSMISSION  ,015433,SOUTH,MQ,LA,CADDO                         ,000000220,
CERC-BOSS PAR SHERF ACC,ENABLE GAS TRANSMISSION  ,015434,SOUTH,MQ,LA,BOSSIER                       ,000000120,
F S PRESTRESS ACCT     ,ENABLE GAS TRANSMISSION  ,015435,SOUTH,MQ,LA,BOSSIER                       ,000000077,
CERC-SHRINERS HOSP ACCT,ENABLE GAS TRANSMISSION  ,015436,SOUTH,MQ,LA,CADDO                         ,000000050,
CERC-CADD PAR JUV CT AC,ENABLE GAS TRANSMISSION  ,015437,SOUTH,MQ,LA,CADDO                         ,000000060,
MAGNOLIA SCHL ACCT     ,ENABLE GAS TRANSMISSION  ,015438,SOUTH,MQ,AR,COLUMBIA                      ,000000240,
CERC-MOORES RETREAD ACC,ENABLE GAS TRANSMISSION  ,015439,SOUTH,MQ,LA,CADDO                         ,000000020,
JOHN CHAMB MEM ACC     ,ENABLE GAS TRANSMISSION  ,015440,NORTH,MQ,AR,YELL                          ,000000050,
POINSETT RICE ACCT     ,ENABLE GAS TRANSMISSION  ,015442,NORTH,MQ,AR,POINSETT                      ,000000001,
U OF A WINTHROP AC     ,ENABLE GAS TRANSMISSION  ,015446,NORTH,MQ,AR,CONWAY                        ,000000100,
GREEN CNTY #1 ACCT     ,ENABLE GAS TRANSMISSION  ,015447,NORTH,MQ,AR,GREENE                        ,000000050,
GREEN CNTY #2 ACCT     ,ENABLE GAS TRANSMISSION  ,015448,NORTH,MQ,AR,GREENE                        ,000000190,
GREEN CNTY #3 ACCT     ,ENABLE GAS TRANSMISSION  ,015449,NORTH,MQ,AR,GREENE                        ,000000140,
PRODUCERS DRYER #6 ACCT,ENABLE GAS TRANSMISSION  ,015450,NORTH,MQ,AR,ARKANSAS                      ,000000001,
S AR COMM COLLEGE ACCT ,ENABLE GAS TRANSMISSION  ,015454,SOUTH,MQ,AR,UNION                         ,000000130,
CERC-WILLIS KNI HS ACCT,ENABLE GAS TRANSMISSION  ,015457,SOUTH,MQ,LA,CADDO                         ,000000120,
CERC-TEMPLE BAPTIST ACC,ENABLE GAS TRANSMISSION  ,015458,SOUTH,MQ,LA,LINCOLN                       ,000000100,
CHRISTUS HEALTHPLEX ACC,ENABLE GAS TRANSMISSION  ,015459,SOUTH,MQ,LA,CADDO                         ,000000040,
CERC-FRYMASTER LLC ACCT,ENABLE GAS TRANSMISSION  ,015460,SOUTH,MQ,LA,CADDO                         ,000000530,
WHTE RIVER HTH ACC     ,ENABLE GAS TRANSMISSION  ,015461,NORTH,MQ,AR,INDEPENDENCE                  ,000000090,
CERC-BH ST CHARLES ACCT,ENABLE GAS TRANSMISSION  ,015464,SOUTH,MQ,LA,BOSSIER                       ,000000240,
DEMO PRINTING ACCT     ,ENABLE GAS TRANSMISSION  ,015470,NORTH,MQ,AR,SALINE                        ,000000140,
SOUTHERN ALUM ACCT     ,ENABLE GAS TRANSMISSION  ,015471,SOUTH,MQ,AR,COLUMBIA                      ,000000240,
CERC-MIL PROPERTIES ACC,ENABLE GAS TRANSMISSION  ,015472,SOUTH,MQ,LA,CADDO                         ,000000200,
CITY OF HS SPR ACC     ,ENABLE GAS TRANSMISSION  ,015477,NORTH,MQ,AR,CLEBURNE                      ,000000220,
ROSEBUD SCH DIS AC     ,ENABLE GAS TRANSMISSION  ,015478,NORTH,MQ,AR,WHITE                         ,000000170,
LYCUS LTD ACCT         ,ENABLE GAS TRANSMISSION  ,015480,SOUTH,MQ,AR,UNION                         ,000000300,
UNITED AIR LINES ACCT  ,ENABLE GAS TRANSMISSION  ,015481,SOUTH,MQ,LA,CADDO                         ,000000190,
INTERNAT SULPHUR ACCT  ,ENABLE GAS TRANSMISSION  ,015482,SOUTH,MQ,TX,TITUS                         ,000000330,
BRIM HOLD CO IN AC     ,ENABLE GAS TRANSMISSION  ,015483,SOUTH,MQ,AR,HEMPSTEAD                     ,000000110,
L & S FUEL ACCT        ,ENABLE GAS TRANSMISSION  ,015492,WEST1,MQ,OK,MAJOR                         ,000000200,
LEISURE ARTS ACCT      ,ENABLE GAS TRANSMISSION  ,015499,NORTH,MQ,AR,SALINE                        ,000000140,
CERC-THE ARC OF CB ACCT,ENABLE GAS TRANSMISSION  ,015500,SOUTH,MQ,LA,CADDO                         ,000000030,
BLKST CONST ACCT#1     ,ENABLE GAS TRANSMISSION  ,015507,NORTH,MQ,AR,POPE                          ,000001200,
CERC-SEQUOIA VENT ACCT ,ENABLE GAS TRANSMISSION  ,015508,SOUTH,MQ,LA,CADDO                         ,000000060,
CERC-SHREVPORT SCI ACCT,ENABLE GAS TRANSMISSION  ,015509,SOUTH,MQ,LA,CADDO                         ,000000290,
CERC-CITY OF SVPT CC AC,ENABLE GAS TRANSMISSION  ,015510,SOUTH,MQ,LA,CADDO                         ,000000310,
CERC-CITY OF SVPT ML AC,ENABLE GAS TRANSMISSION  ,015511,SOUTH,MQ,LA,CADDO                         ,000000062,
CERC-SVPT AUDITORIUM AC,ENABLE GAS TRANSMISSION  ,015512,SOUTH,MQ,LA,CADDO                         ,000000134,
CERC-INTEG PWR SVC ACCT,ENABLE GAS TRANSMISSION  ,015513,SOUTH,MQ,LA,CADDO                         ,000000160,
HIX LBR 2 PLU ACCT     ,ENABLE GAS TRANSMISSION  ,015514,NORTH,MQ,AR,CONWAY                        ,000000490,
LR DIAG CLINICACCT     ,ENABLE GAS TRANSMISSION  ,015518,NORTH,MQ,AR,SALINE                        ,000000060,
PULASKI TECH COLL ACCT ,ENABLE GAS TRANSMISSION  ,015536,NORTH,MQ,AR,SALINE                        ,000000130,
PULASKI TECH #1 ACCT   ,ENABLE GAS TRANSMISSION  ,015537,NORTH,MQ,AR,PULASKI                       ,000000100,
CITY OF SPORT AIR ACCT ,ENABLE GAS TRANSMISSION  ,015538,SOUTH,MQ,LA,CADDO                         ,000000240,
EXXON-TALCO ACCT       ,ENABLE GAS TRANSMISSION  ,015539,SOUTH,MQ,TX,TITUS                         ,000000001,
PULASKI TECH #2 ACCT   ,ENABLE GAS TRANSMISSION  ,015540,NORTH,MQ,AR,PULASKI                       ,000000140,
CERC-LA FAMA FOODS ACCT,ENABLE GAS TRANSMISSION  ,015549,SOUTH,MQ,TX,UPSHUR                        ,000000560,
SLOAN VALVE ACCT       ,ENABLE GAS TRANSMISSION  ,015552,NORTH,MQ,AR,WHITE                         ,000000620,
CERC-IVAN SMITH ACCT   ,ENABLE GAS TRANSMISSION  ,015564,SOUTH,MQ,LA,CADDO                         ,000000250,
LOMANCO INC. ACCT      ,ENABLE GAS TRANSMISSION  ,015565,NORTH,MQ,AR,PULASKI                       ,000000280,
CERC-CTY OF SVPT CH ACC,ENABLE GAS TRANSMISSION  ,015566,SOUTH,MQ,LA,CADDO                         ,000000070,
SOUTHERN LINEN LLC ACCT,ENABLE GAS TRANSMISSION  ,015567,SOUTH,MQ,AR,LAFAYETTE                     ,000000100,
HOLIDAY DRY ACCT       ,ENABLE GAS TRANSMISSION  ,015569,SOUTH,MQ,AR,MILLER                        ,000000060,
CERC-EXX TALC 345-73 AC,ENABLE GAS TRANSMISSION  ,015573,SOUTH,MQ,TX,TITUS                         ,000000220,
CERC-EXX TALC 365-73 AC,ENABLE GAS TRANSMISSION  ,015574,SOUTH,MQ,TX,TITUS                         ,000000140,
CERC-EXX TALC 373-73 AC,ENABLE GAS TRANSMISSION  ,015575,SOUTH,MQ,TX,TITUS                         ,000000350,
CERC-EXX TALC 379-73 AC,ENABLE GAS TRANSMISSION  ,015576,SOUTH,MQ,TX,TITUS                         ,000000140,
CERC-EXX TALC 380-73 AC,ENABLE GAS TRANSMISSION  ,015577,SOUTH,MQ,TX,TITUS                         ,000000140,
CERC-EXX TALC 385-73 AC,ENABLE GAS TRANSMISSION  ,015578,SOUTH,MQ,TX,TITUS                         ,000000120,
CERC-EXX TALC 505-74 AC,ENABLE GAS TRANSMISSION  ,015579,SOUTH,MQ,TX,TITUS                         ,000000260,
CERC-EXX TALC 507-74 AC,ENABLE GAS TRANSMISSION  ,015580,SOUTH,MQ,TX,TITUS                         ,000000100,
CERC-EXX TALC 511-74 AC,ENABLE GAS TRANSMISSION  ,015581,SOUTH,MQ,TX,TITUS                         ,000000170,
CERC-EXX TALC 513-74 AC,ENABLE GAS TRANSMISSION  ,015582,SOUTH,MQ,TX,TITUS                         ,000000300,
PULASKI TECH CUL ACCT  ,ENABLE GAS TRANSMISSION  ,015583,NORTH,MQ,AR,SALINE                        ,000000050,
JBS FEEDMILL ACCT      ,ENABLE GAS TRANSMISSION  ,015584,NORTH,MQ,AR,POPE                          ,000000090,
CERC-HRI LODG HILT ACCT,ENABLE GAS TRANSMISSION  ,015585,SOUTH,MQ,LA,CADDO                         ,000000080,
WHTE HALL SCH ACCT     ,ENABLE GAS TRANSMISSION  ,015586,NORTH,MQ,AR,JEFFERSON                     ,000000220,
KROG HOTSPRGS ACCT     ,ENABLE GAS TRANSMISSION  ,015587,NORTH,MQ,AR,GARLAND                       ,000000050,
INTEGRYS TRANSP ACCT   ,ENABLE GAS TRANSMISSION  ,015588,NORTH,MQ,AR,CRAIGHEAD                     ,000000453,
ANG CNG CONWAY ACC     ,ENABLE GAS TRANSMISSION  ,015589,NORTH,MQ,AR,FAULKNER                      ,000000160,
GREENE COUNTY #4 ACCT  ,ENABLE GAS TRANSMISSION  ,015590,NORTH,MQ,AR,CRAIGHEAD                     ,000000015,
AFCO STEEL 2 ACCT      ,ENABLE GAS TRANSMISSION  ,015598,NORTH,MQ,AR,SALINE                        ,000000130,
AFCO STEEL 3 ACCT      ,ENABLE GAS TRANSMISSION  ,015599,NORTH,MQ,AR,SALINE                        ,000000140,
SHAW MID ST PI2 AC     ,ENABLE GAS TRANSMISSION  ,015600,SOUTH,MQ,AR,UNION                         ,000000100,
SHERID WH RCK ACCT     ,ENABLE GAS TRANSMISSION  ,015601,NORTH,MQ,AR,GRANT                         ,000000070,
ETEX MED CTR GLMR ACCT ,ENABLE GAS TRANSMISSION  ,015615,SOUTH,MQ,TX,UPSHUR                        ,000000055,
LA TECH ACCT           ,ENABLE GAS TRANSMISSION  ,015630,SOUTH,MQ,LA,LINCOLN                       ,000000106,
SOUTHERN UNIV ACCT     ,ENABLE GAS TRANSMISSION  ,015631,SOUTH,MQ,LA,CADDO                         ,000000130,
ANTHONY TIMBER ACCT    ,ENABLE GAS TRANSMISSION  ,015637,NORTH,MQ,AR,HOT SPRING                    ,000000250,
BONNIE PLANTS ACCT     ,ENABLE GAS TRANSMISSION  ,015663,NORTH,MQ,AR,PULASKI                       ,000000350,
PULAS CTY CRT ACCT     ,ENABLE GAS TRANSMISSION  ,015664,NORTH,MQ,AR,SALINE                        ,000000090,
CUSTOM BLENDERS ARK ACC,ENABLE GAS TRANSMISSION  ,015665,NORTH,MQ,AR,SALINE                        ,000000150,
ANTHY TIMBER BEARD.ACC ,ENABLE GAS TRANSMISSION  ,015666,SOUTH,MQ,AR,OUACHITA                      ,000000860,
CTY OF LITTLE ROCK ACCT,ENABLE GAS TRANSMISSION  ,015685,NORTH,MQ,AR,PULASKI                       ,000002000,
BAPTIST MEM CLINIC ACCT,ENABLE GAS TRANSMISSION  ,015686,NORTH,MQ,AR,CRAIGHEAD                     ,000000010,
BAPTIST MEM CANCER ACCT,ENABLE GAS TRANSMISSION  ,015687,NORTH,MQ,AR,CRAIGHEAD                     ,000000010,
CTY OF LITTLE ROCK ACCT,ENABLE GAS TRANSMISSION  ,015688,NORTH,MQ,AR,PULASKI                       ,000000100,
CITY OF LR ZOO ACC     ,ENABLE GAS TRANSMISSION  ,015690,NORTH,MQ,AR,SALINE                        ,000000168,
HERMITAGE              ,ENABLE GAS TRANSMISSION  ,015692,NORTH,MQ,AR,INDEPENDENCE                  ,000000001,
SPANISH JONS APT ACCT  ,ENABLE GAS TRANSMISSION  ,015693,NORTH,MQ,AR,SALINE                        ,000000050,
CERC-BENTELER STEEL ACC,ENABLE GAS TRANSMISSION  ,015701,SOUTH,MQ,LA,CADDO                         ,000008710,
CERC-FIBRE BOND COR ACC,ENABLE GAS TRANSMISSION  ,015703,SOUTH,MQ,LA,WEBSTER                       ,000000510,
NORTH METRO MC ACC     ,ENABLE GAS TRANSMISSION  ,015704,NORTH,MQ,AR,PULASKI                       ,000000276,
FELLOWSHIP BAP CHU ACCT,ENABLE GAS TRANSMISSION  ,015705,NORTH,MQ,AR,SALINE                        ,000000040,
UNION PAC RR SB AC     ,ENABLE GAS TRANSMISSION  ,015711,NORTH,MQ,AR,JEFFERSON                     ,000000240,
HUSQVARNA ACCT         ,ENABLE GAS TRANSMISSION  ,015712,SOUTH,MQ,AR,HOWARD                        ,000000990,
CERC-FREEDOM FUEL ACCT ,ENABLE GAS TRANSMISSION  ,015713,SOUTH,MQ,LA,CADDO                         ,000000390,
GMRI NLR ACCT          ,ENABLE GAS TRANSMISSION  ,015714,NORTH,MQ,AR,PULASKI                       ,000000040,
KROG CO CANTR ACCT     ,ENABLE GAS TRANSMISSION  ,015715,NORTH,MQ,AR,SALINE                        ,000000120,
KROG CO CHENAL ACC     ,ENABLE GAS TRANSMISSION  ,015716,NORTH,MQ,AR,SALINE                        ,000000130,
KROG CO COMME ACCT     ,ENABLE GAS TRANSMISSION  ,015717,NORTH,MQ,AR,PULASKI                       ,000000130,
KROGER CO JFK ACCT     ,ENABLE GAS TRANSMISSION  ,015718,NORTH,MQ,AR,PULASKI                       ,000000070,
KROG CO SALEM ACCT     ,ENABLE GAS TRANSMISSION  ,015719,NORTH,MQ,AR,FAULKNER                      ,000000060,
WILCOX FAM ACCT        ,ENABLE GAS TRANSMISSION  ,015720,NORTH,MQ,AR,FAULKNER                      ,000000100,
DELTA ASPHALT CLINTON  ,ENABLE GAS TRANSMISSION  ,015721,NORTH,MQ,AR,VAN BUREN                     ,000000001,
HIX LBR@MAGNO-2ACC     ,ENABLE GAS TRANSMISSION  ,015722,SOUTH,MQ,AR,COLUMBIA                      ,000000550,
ASPHALT PRODUCTS 2 ACCT,ENABLE GAS TRANSMISSION  ,015723,NORTH,MQ,AR,PULASKI                       ,000000001,
DELTA CO ASPHALT ACC   ,ENABLE GAS TRANSMISSION  ,015724,NORTH,MQ,AR,WHITE                         ,000001020,
COUNTRY CLUB OF LR ACC ,ENABLE GAS TRANSMISSION  ,015725,NORTH,MQ,AR,SALINE                        ,000000050,
LITTLE ROC AIRPORT ACCT,ENABLE GAS TRANSMISSION  ,015727,NORTH,MQ,AR,PULASKI                       ,000000012,
LOVES W. MEMPH ACC     ,ENABLE GAS TRANSMISSION  ,015728,NORTH,MQ,AR,CRITTENDEN                    ,000000220,
WROCK CW #2 ACCT       ,ENABLE GAS TRANSMISSION  ,015735,NORTH,MQ,AR,FAULKNER                      ,000000330,
KIMBCLK MAU #2 ACC     ,ENABLE GAS TRANSMISSION  ,015736,NORTH,MQ,AR,PULASKI                       ,000000230,
ZA FARM ACCT           ,ENABLE GAS TRANSMISSION  ,015739,NORTH,MQ,AR,POPE                          ,000000390,
JB PUB SCHOOLS ACC     ,ENABLE GAS TRANSMISSION  ,015741,NORTH,MQ,AR,CRAIGHEAD                     ,000000180,
US OIL FOR CTY ACC     ,ENABLE GAS TRANSMISSION  ,015756,NORTH,MQ,AR,ST. FRANCIS                   ,000000690,
LAKE HAM SCHOOL AC     ,ENABLE GAS TRANSMISSION  ,015757,NORTH,MQ,AR,PIKE                          ,000000220,
BROOKLAND SCH ACCT     ,ENABLE GAS TRANSMISSION  ,015758,NORTH,MQ,AR,CRAIGHEAD                     ,000000100,
ANTH TIMBERLDS ACC     ,ENABLE GAS TRANSMISSION  ,015760,SOUTH,MQ,AR,OUACHITA                      ,000000750,
BOSSIER MARG CASINO ACC,ENABLE GAS TRANSMISSION  ,015800,SOUTH,MQ,LA,BOSSIER                       ,000000700,
CIRCLE K ACCT          ,ENABLE GAS TRANSMISSION  ,015801,WEST1,MQ,OK,BECKHAM                       ,000000130,
HEDGER BRO CC ACCT     ,ENABLE GAS TRANSMISSION  ,015802,NORTH,MQ,AR,CRAIGHEAD                     ,000000080,
TRIN RAIL PNT ACCT     ,ENABLE GAS TRANSMISSION  ,015803,NORTH,MQ,AR,CRAIGHEAD                     ,000000470,
TRIN RAIL DOM ACCT     ,ENABLE GAS TRANSMISSION  ,015804,NORTH,MQ,AR,CRAIGHEAD                     ,000001760,
HEDGER BROTHERS CNG ACC,ENABLE GAS TRANSMISSION  ,015805,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
PF JEFFER MAN ACCT     ,ENABLE GAS TRANSMISSION  ,015808,NORTH,MQ,AR,SALINE                        ,000000040,
PF TER GRN HOU ACC     ,ENABLE GAS TRANSMISSION  ,015809,NORTH,MQ,AR,SALINE                        ,000000030,
TRILLIUM ACCT          ,ENABLE GAS TRANSMISSION  ,015851,NEUT ,MQ,OK,PITTSBURG                     ,000000120,
LOCKHEED 203 ACCT      ,ENABLE GAS TRANSMISSION  ,015852,SOUTH,MQ,AR,OUACHITA                      ,000000330,
LOCKHEED 205 MP AC     ,ENABLE GAS TRANSMISSION  ,015853,SOUTH,MQ,AR,OUACHITA                      ,000000200,
TEXAN TNK CAR 2 AC     ,ENABLE GAS TRANSMISSION  ,015854,SOUTH,MQ,TX,BOWIE                         ,000000310,
LOCKHEED 205 M3 AC     ,ENABLE GAS TRANSMISSION  ,015855,SOUTH,MQ,AR,OUACHITA                      ,000000190,
CERC-LA COM LAUNDRY ACC,ENABLE GAS TRANSMISSION  ,015892,SOUTH,MQ,LA,CADDO                         ,000000230,
LYON COLL GYM ACCT     ,ENABLE GAS TRANSMISSION  ,015934,NORTH,MQ,AR,INDEPENDENCE                  ,000000050,
AR BLDG AUT ACCT#2     ,ENABLE GAS TRANSMISSION  ,015945,NORTH,MQ,AR,SALINE                        ,000000100,
OZARK HEALTH ACCT      ,ENABLE GAS TRANSMISSION  ,015946,NORTH,MQ,AR,FAULKNER                      ,000000160,
PF HILLSBORO ACCT      ,ENABLE GAS TRANSMISSION  ,015947,SOUTH,MQ,AR,UNION                         ,000000030,
SINCO 17 RANCH ACC     ,ENABLE GAS TRANSMISSION  ,015948,NORTH,MQ,AR,FAULKNER                      ,000000130,
SINCO 21 RANCH ACC     ,ENABLE GAS TRANSMISSION  ,015949,NORTH,MQ,AR,FAULKNER                      ,000000230,
CENTRAL ARK TS ACC     ,ENABLE GAS TRANSMISSION  ,015950,NORTH,MQ,AR,PULASKI                       ,000001140,
WALMART ARKDEL ACC     ,ENABLE GAS TRANSMISSION  ,015977,SOUTH,MQ,AR,CLARK                         ,000000040,
WALMART BENTON ACC     ,ENABLE GAS TRANSMISSION  ,015978,NORTH,MQ,AR,SALINE                        ,000000050,
WALMART CAMDEN ACC     ,ENABLE GAS TRANSMISSION  ,015979,SOUTH,MQ,AR,OUACHITA                      ,000000040,
WALMART CW #2 ACCT     ,ENABLE GAS TRANSMISSION  ,015980,NORTH,MQ,AR,FAULKNER                      ,000000040,
WALMART CW #3 ACCT     ,ENABLE GAS TRANSMISSION  ,015981,NORTH,MQ,AR,FAULKNER                      ,000000050,
WALMART ELDOR ACCT     ,ENABLE GAS TRANSMISSION  ,015982,SOUTH,MQ,AR,UNION                         ,000000023,
WALMART FORRES ACC     ,ENABLE GAS TRANSMISSION  ,015983,NORTH,MQ,AR,ST. FRANCIS                   ,000000050,
WAL-MART HS ACCT       ,ENABLE GAS TRANSMISSION  ,015984,NORTH,MQ,AR,GARLAND                       ,000000060,
WAL-MART JKS ACCT      ,ENABLE GAS TRANSMISSION  ,015985,NORTH,MQ,AR,PULASKI                       ,000000150,
WALMART JBORO ACCT     ,ENABLE GAS TRANSMISSION  ,015986,NORTH,MQ,AR,CRAIGHEAD                     ,000000050,
WALMART JBORO B AC     ,ENABLE GAS TRANSMISSION  ,015987,NORTH,MQ,AR,CRAIGHEAD                     ,000000040,
WALMART JBORO C AC     ,ENABLE GAS TRANSMISSION  ,015988,NORTH,MQ,AR,CRAIGHEAD                     ,000000040,
WALMART MAUM ACCT      ,ENABLE GAS TRANSMISSION  ,015989,NORTH,MQ,AR,PULASKI                       ,000000140,
WALMART BSLN ACCT      ,ENABLE GAS TRANSMISSION  ,015990,NORTH,MQ,AR,SALINE                        ,000000150,
WALMART BRYANT ACC     ,ENABLE GAS TRANSMISSION  ,015991,NORTH,MQ,AR,SALINE                        ,000000130,
WALMART SHACK ACCT     ,ENABLE GAS TRANSMISSION  ,015992,NORTH,MQ,AR,SALINE                        ,000000140,
WALMART CANTR ACCT     ,ENABLE GAS TRANSMISSION  ,015993,NORTH,MQ,AR,SALINE                        ,000000080,
WALMART 900 BWM AC     ,ENABLE GAS TRANSMISSION  ,015994,NORTH,MQ,AR,SALINE                        ,000000040,
WALMART 700 BWM AC     ,ENABLE GAS TRANSMISSION  ,015995,NORTH,MQ,AR,SALINE                        ,000000080,
WAL-MART NLR ACCT      ,ENABLE GAS TRANSMISSION  ,015996,NORTH,MQ,AR,PULASKI                       ,000000160,
WALMART SHERW ACCT     ,ENABLE GAS TRANSMISSION  ,015997,NORTH,MQ,AR,PULASKI                       ,000000140,
WALMART MAGNO ACCT     ,ENABLE GAS TRANSMISSION  ,015998,SOUTH,MQ,AR,COLUMBIA                      ,000000060,
WALMART DEQUEEN AC     ,ENABLE GAS TRANSMISSION  ,015999,SOUTH,MQ,AR,HOWARD                        ,000000030,
SPARQ WATONGA ACCT     ,ENABLE GAS TRANSMISSION  ,016000,WEST1,MQ,OK,BLAINE                        ,000000080,
LR MUN AP COM ACCT     ,ENABLE GAS TRANSMISSION  ,016022,NORTH,MQ,AR,SALINE                        ,000000380,
AR SCH MTH #2 ACCT     ,ENABLE GAS TRANSMISSION  ,016023,NORTH,MQ,AR,GARLAND                       ,000000120,
CONWAY HS ACCT         ,ENABLE GAS TRANSMISSION  ,016025,NORTH,MQ,AR,FAULKNER                      ,000000120,
EXPLOSIVE SVC INTL ACCT,ENABLE GAS TRANSMISSION  ,016030,SOUTH,MQ,LA,WEBSTER                       ,000000001,
CHRIST COWHORN ACC     ,ENABLE GAS TRANSMISSION  ,016093,SOUTH,MQ,TX,BOWIE                         ,000000350,
AM RAILCAR CORBITT ACCT,ENABLE GAS TRANSMISSION  ,016138,NORTH,MQ,AR,CRAIGHEAD                     ,000000001,
IDAHO TIMBER ACCT      ,ENABLE GAS TRANSMISSION  ,016139,NORTH,MQ,AR,GRANT                         ,000000001,
UCA #4 ACCT            ,ENABLE GAS TRANSMISSION  ,016140,NORTH,MQ,AR,FAULKNER                      ,000000040,
CARGIL INC. ACCT       ,ENABLE GAS TRANSMISSION  ,016141,NORTH,MQ,AR,CRITTENDEN                    ,000000001,
MCMILLAN #1 C/P        ,MMGK EAST TEXAS LLC      ,016309,NORTH,M2,AR,JOHNSON                       ,000000500,
POTEET #1              ,LYONS AND LYONS INC      ,016399,NORTH,M2,AR,JOHNSON                       ,000000200,
PINEBLUF ARSE_ACCT     ,ENABLE GAS TRANSMISSION  ,016624,NORTH,MQ,AR,JEFFERSON                     ,000004750,
WALMART MORRIL ACC     ,ENABLE GAS TRANSMISSION  ,018300,NORTH,MQ,AR,CONWAY                        ,000000040,
WALMART NASHV ACCT     ,ENABLE GAS TRANSMISSION  ,018301,SOUTH,MQ,AR,HOWARD                        ,000000030,
WALMART PBLUFF ACC     ,ENABLE GAS TRANSMISSION  ,018302,NORTH,MQ,AR,JEFFERSON                     ,000000150,
WALMART N'POR ACCT     ,ENABLE GAS TRANSMISSION  ,018303,NORTH,MQ,AR,JACKSON                       ,000000040,
WALMART HS VI ACCT     ,ENABLE GAS TRANSMISSION  ,018304,NORTH,MQ,AR,MILLER                        ,000000030,
WALMART RUSSV ACCT     ,ENABLE GAS TRANSMISSION  ,018305,NORTH,MQ,AR,POPE                          ,000000050,
WALMART E PARK ACC     ,ENABLE GAS TRANSMISSION  ,018306,NORTH,MQ,AR,WHITE                         ,000002680,
WALMART E BOOTH AC     ,ENABLE GAS TRANSMISSION  ,018307,NORTH,MQ,AR,WHITE                         ,000000380,
WALMART W BEEBE AC     ,ENABLE GAS TRANSMISSION  ,018308,NORTH,MQ,AR,WHITE                         ,000000020,
WALMART TEXAR ACCT     ,ENABLE GAS TRANSMISSION  ,018309,SOUTH,MQ,TX,BOWIE                         ,000000820,
WALMART TRUMN ACCT     ,ENABLE GAS TRANSMISSION  ,018310,NORTH,MQ,AR,POINSETT                      ,000000040,
WALMART WMEMP ACCT     ,ENABLE GAS TRANSMISSION  ,018311,NORTH,MQ,AR,CRITTENDEN                    ,000000050,
WALMART WYNNE ACCT     ,ENABLE GAS TRANSMISSION  ,018312,NORTH,MQ,AR,CROSS                         ,000000030,
CERC-UPS FUEL ACCT     ,ENABLE GAS TRANSMISSION  ,018313,SOUTH,MQ,LA,CADDO                         ,000000830,
WAL-MART MENA ACCT     ,ENABLE GAS TRANSMISSION  ,018314,SOUTH,MQ,AR,HOWARD                        ,000000040,
LENNOX IND ACCT        ,ENABLE GAS TRANSMISSION  ,018316,NORTH,MQ,AR,ARKANSAS                      ,000000410,
POPE CNTY COMP ACC     ,ENABLE GAS TRANSMISSION  ,018317,NORTH,MQ,AR,POPE                          ,000000100,
SHERIDAN WR 2 ACCT     ,ENABLE GAS TRANSMISSION  ,018318,NORTH,MQ,AR,GRANT                         ,000000030,
ALTUS AFB ACCT         ,ENABLE GAS TRANSMISSION  ,018319,WEST1,MQ,OK,JACKSON                       ,000002324,
LRSD SW MIDDLE ACC     ,ENABLE GAS TRANSMISSION  ,018320,NORTH,MQ,AR,SALINE                        ,000000058,
LRSD STEP ELM ACCT     ,ENABLE GAS TRANSMISSION  ,018321,NORTH,MQ,AR,SALINE                        ,000000300,
LRSD METR CAR ACCT     ,ENABLE GAS TRANSMISSION  ,018322,NORTH,MQ,AR,SALINE                        ,000000060,
LRSD JA FAIR HS AC     ,ENABLE GAS TRANSMISSION  ,018323,NORTH,MQ,AR,SALINE                        ,000000150,
LRSD FOR HTS MIDAC     ,ENABLE GAS TRANSMISSION  ,018324,NORTH,MQ,AR,SALINE                        ,000000058,
LRSD BOOKER ELEM ACCT  ,ENABLE GAS TRANSMISSION  ,018325,NORTH,MQ,AR,SALINE                        ,000000040,
LRSD PLSK HTMD ACC     ,ENABLE GAS TRANSMISSION  ,018326,NORTH,MQ,AR,SALINE                        ,000000076,
PARKVIEW HS ACCT       ,ENABLE GAS TRANSMISSION  ,018327,NORTH,MQ,AR,SALINE                        ,000000060,
LRSD ROB ELEM ACCT     ,ENABLE GAS TRANSMISSION  ,018328,NORTH,MQ,AR,SALINE                        ,000000060,
LRSD HORACE MAN AC     ,ENABLE GAS TRANSMISSION  ,018329,NORTH,MQ,AR,SALINE                        ,000000050,
LRSD MABLE MID ACC     ,ENABLE GAS TRANSMISSION  ,018330,NORTH,MQ,AR,SALINE                        ,000000040,
NLR SCHOOL DIS ACC     ,ENABLE GAS TRANSMISSION  ,018331,NORTH,MQ,AR,PULASKI                       ,000000250,
WALMART PARAG ACCT     ,ENABLE GAS TRANSMISSION  ,018332,NORTH,MQ,AR,CRAIGHEAD                     ,000000110,
LRSD MCCLE HS ACCT     ,ENABLE GAS TRANSMISSION  ,018333,NORTH,MQ,AR,SALINE                        ,000000062,
