LOCATION NAME,LOCATION OPERATOR,LOCATION,POOLING AREA,LOCATION TYPE,STATE,COUNTY,METER CAPACITY,
APACHE CORPORATION ACCT,ENABLE GAS TRANSMISSION  ,014693,WEST2,MQ,OK,GRADY                         ,000000030,
GRACE TRL SER ACCT     ,ENABLE GAS TRANSMISSION  ,014705,NORTH,MQ,AR,CRITTENDEN                    ,000000270,
HOT SPRCONVEN ACCT     ,ENABLE GAS TRANSMISSION  ,014706,NORTH,MQ,AR,GARLAND                       ,000000240,
CRITTENDEN HOSPITAL ACC,ENABLE GAS TRANSMISSION  ,014707,NORTH,MQ,AR,CRITTENDEN                    ,000000210,
MIDWEST PET FDS AC     ,ENABLE GAS TRANSMISSION  ,014708,WEST2,MQ,OK,GRADY                         ,000001290,
TRICAT INC ACCT        ,ENABLE GAS TRANSMISSION  ,014709,NEUT ,MQ,OK,PITTSBURG                     ,000001100,
JET ASPH&ROCK ACCT     ,ENABLE GAS TRANSMISSION  ,014710,SOUTH,MQ,AR,UNION                         ,000001900,
SUNRISE SHREV INC ACCT ,ENABLE GAS TRANSMISSION  ,014711,SOUTH,MQ,LA,CADDO                         ,000000090,
DELTA-CALU BRAND ACCT  ,ENABLE GAS TRANSMISSION  ,014712,SOUTH,MQ,LA,CADDO                         ,000005990,
AFCO STEEL LLC ACC     ,ENABLE GAS TRANSMISSION  ,014713,NORTH,MQ,AR,SALINE                        ,000000480,
LYON COLLEGE ACCT      ,ENABLE GAS TRANSMISSION  ,014714,NORTH,MQ,AR,INDEPENDENCE                  ,000000170,
CERC-ATL MEM HOSP ACCT ,ENABLE GAS TRANSMISSION  ,014771,SOUTH,MQ,TX,CASS                          ,000000190,
PREPAID LEG SV ACC     ,ENABLE GAS TRANSMISSION  ,014788,WEST2,MQ,OK,PONTOTOC                      ,000000150,
SUN GRO HORTI ACCT     ,ENABLE GAS TRANSMISSION  ,014789,NORTH,MQ,AR,JEFFERSON                     ,000000220,
SMITH BLAIR INC AC     ,ENABLE GAS TRANSMISSION  ,014790,SOUTH,MQ,AR,MILLER                        ,000000330,
CAMERON INT CO ACC     ,ENABLE GAS TRANSMISSION  ,014791,NORTH,MQ,AR,SALINE                        ,000000130,
CLINTON LIBRY ACCT     ,ENABLE GAS TRANSMISSION  ,014792,NORTH,MQ,AR,SALINE                        ,000000430,
CHICKASAW HOSP ACC     ,ENABLE GAS TRANSMISSION  ,014801,WEST2,MQ,OK,PONTOTOC                      ,000000300,
EPIS COLLEGIAT ACC     ,ENABLE GAS TRANSMISSION  ,014803,NORTH,MQ,AR,PULASKI                       ,000000420,
KOHLER CO. ACCT        ,ENABLE GAS TRANSMISSION  ,014804,NORTH,MQ,AR,GRANT                         ,000000410,
CERC-BOSS PAR POLI ACCT,ENABLE GAS TRANSMISSION  ,014805,SOUTH,MQ,LA,BOSSIER                       ,000000080,
QUALAWASH ACCT         ,ENABLE GAS TRANSMISSION  ,014806,NORTH,MQ,AR,CRITTENDEN                    ,000000260,
CENT MOLON INC ACC     ,ENABLE GAS TRANSMISSION  ,014807,NORTH,MQ,AR,JEFFERSON                     ,000000410,
CERC-FMT TOWERS LLC ACC,ENABLE GAS TRANSMISSION  ,014808,SOUTH,MQ,LA,CADDO                         ,000000080,
STATESIDE STL ACCT     ,ENABLE GAS TRANSMISSION  ,014809,NORTH,MQ,AR,CRITTENDEN                    ,000000680,
TEXANA TNK CAR ACC     ,ENABLE GAS TRANSMISSION  ,014810,SOUTH,MQ,TX,BOWIE                         ,000000330,
JET ASPHALT & ROCK ACCT,ENABLE GAS TRANSMISSION  ,014814,SOUTH,MQ,AR,DALLAS                        ,000000274,
FORR CTY MANN ACCT     ,ENABLE GAS TRANSMISSION  ,014833,NORTH,MQ,AR,ST. FRANCIS                   ,000000147,
DISC CLEANERS ACCT     ,ENABLE GAS TRANSMISSION  ,014834,WEST2,MQ,OK,COMANCHE                      ,000000180,
ARK DOC BRICK ACCT     ,ENABLE GAS TRANSMISSION  ,014835,NORTH,MQ,AR,CRITTENDEN                    ,000000740,
TEXAS A&M UNI ACCT     ,ENABLE GAS TRANSMISSION  ,014836,SOUTH,MQ,TX,BOWIE                         ,000000500,
SFI OF ARK LLC ACC     ,ENABLE GAS TRANSMISSION  ,014837,NORTH,MQ,AR,FAULKNER                      ,000000280,
FORR CTY GROBMY AC     ,ENABLE GAS TRANSMISSION  ,014838,NORTH,MQ,AR,ST. FRANCIS                   ,000000160,
OK CUST COAT ACCT      ,ENABLE GAS TRANSMISSION  ,014839,WEST2,MQ,OK,SEMINOLE                      ,000000260,
RAM JCK MF LLC ACC     ,ENABLE GAS TRANSMISSION  ,014840,WEST2,MQ,OK,PONTOTOC                      ,000000630,
HALLIB MALVERN ACC     ,ENABLE GAS TRANSMISSION  ,014841,NORTH,MQ,AR,HOT SPRING                    ,000000280,
AMERCABLE #1 ACCT      ,ENABLE GAS TRANSMISSION  ,014842,SOUTH,MQ,AR,UNION                         ,000001870,
MAG ALF REG MED AC     ,ENABLE GAS TRANSMISSION  ,014843,SOUTH,MQ,AR,COLUMBIA                      ,000000140,
USABLE MUT INS ACC     ,ENABLE GAS TRANSMISSION  ,014853,NORTH,MQ,AR,SALINE                        ,000000270,
AMERCABLE #2 ACCT      ,ENABLE GAS TRANSMISSION  ,014861,SOUTH,MQ,AR,UNION                         ,000001510,
SHAW MID ST PIP AC     ,ENABLE GAS TRANSMISSION  ,014882,SOUTH,MQ,AR,UNION                         ,000000370,
MCMAHAN-TOM NURACC     ,ENABLE GAS TRANSMISSION  ,014883,WEST2,MQ,OK,COMANCHE                      ,000000200,
HYTROL CONV #1 ACC     ,ENABLE GAS TRANSMISSION  ,014884,NORTH,MQ,AR,CRAIGHEAD                     ,000000270,
DAVIS LIFE CARE CTR ACC,ENABLE GAS TRANSMISSION  ,014885,NORTH,MQ,AR,JEFFERSON                     ,000000001,
HYTROL CONV #2 ACC     ,ENABLE GAS TRANSMISSION  ,014886,NORTH,MQ,AR,CRAIGHEAD                     ,000000500,
ARAMRK UNIF SV ACC     ,ENABLE GAS TRANSMISSION  ,014887,NORTH,MQ,AR,JEFFERSON                     ,000000150,
SAF HOLL USA IN AC     ,ENABLE GAS TRANSMISSION  ,014889,NORTH,MQ,AR,JEFFERSON                     ,000001200,
200 WEST CAPIT ACC     ,ENABLE GAS TRANSMISSION  ,014890,NORTH,MQ,AR,SALINE                        ,000000530,
AR BLDG AUT LR ACC     ,ENABLE GAS TRANSMISSION  ,014891,NORTH,MQ,AR,SALINE                        ,000000120,
ST ANTHO HOSP ACCT     ,ENABLE GAS TRANSMISSION  ,014892,NORTH,MQ,AR,CONWAY                        ,000000110,
MATT INTL COR ACCT     ,ENABLE GAS TRANSMISSION  ,014893,NORTH,MQ,AR,WHITE                         ,000000253,
CAP HOTL JOINT ACC     ,ENABLE GAS TRANSMISSION  ,014894,NORTH,MQ,AR,SALINE                        ,000000190,
LR ADV&PRO 100 ACC     ,ENABLE GAS TRANSMISSION  ,014911,NORTH,MQ,AR,SALINE                        ,000000340,
LR ADV&PROM 200 AC     ,ENABLE GAS TRANSMISSION  ,014912,NORTH,MQ,AR,SALINE                        ,000000350,
USDA ARS DBNRR ACC     ,ENABLE GAS TRANSMISSION  ,014913,NORTH,MQ,AR,ARKANSAS                      ,000000120,
CERC-CITY OF BOSSIER AC,ENABLE GAS TRANSMISSION  ,014920,SOUTH,MQ,LA,BOSSIER                       ,000000450,
AMERITIES SO ACCT      ,ENABLE GAS TRANSMISSION  ,014964,SOUTH,MQ,AR,HEMPSTEAD                     ,000000390,
SLIGO TO ST-10         ,ENABLE MIDSTREAM PARTNERS,014981,SOUTH,M2,LA,BOSSIER                       ,000205104,
ANG CNG ACCT           ,ENABLE GAS TRANSMISSION  ,015005,NORTH,MQ,AR,FAULKNER                      ,000000310,
ACADIAN RED RIVER CP   ,ENABLE GAS TRANSMISSION  ,015007,CP   ,M2,LA,RED RIVER                     ,000445000,
CERC-DUOLINE TECH ACCT ,ENABLE GAS TRANSMISSION  ,015017,SOUTH,MQ,TX,UPSHUR                        ,000000390,
CERC-ROBROY INDUST ACCT,ENABLE GAS TRANSMISSION  ,015025,SOUTH,MQ,TX,UPSHUR                        ,000000330,
CENTRAL ARK LIB AC     ,ENABLE GAS TRANSMISSION  ,015026,NORTH,MQ,AR,SALINE                        ,000000150,
CERC-GEN ELETRIC CO ACC,ENABLE GAS TRANSMISSION  ,015027,SOUTH,MQ,LA,CADDO                         ,000000710,
CERC-HEXION INC ACCT   ,ENABLE GAS TRANSMISSION  ,015046,SOUTH,MQ,LA,CADDO                         ,000000750,
CERC-SPORT TRANSIT ACCT,ENABLE GAS TRANSMISSION  ,015047,SOUTH,MQ,LA,CADDO                         ,000001020,
THOMAS & BETTS ACC     ,ENABLE GAS TRANSMISSION  ,015048,NORTH,MQ,AR,CRAIGHEAD                     ,000001450,
ARK DOC WHITE HALL ACCT,ENABLE GAS TRANSMISSION  ,015049,NORTH,MQ,AR,JEFFERSON                     ,000000140,
MJB WOOD GROUP ACCT    ,ENABLE GAS TRANSMISSION  ,015050,SOUTH,MQ,AR,UNION                         ,000000440,
CALION LUM CO ACCT     ,ENABLE GAS TRANSMISSION  ,015051,SOUTH,MQ,AR,UNION                         ,000000280,
GRT DANE LTD ACCT      ,ENABLE GAS TRANSMISSION  ,015053,NORTH,MQ,AR,CRAIGHEAD                     ,000000500,
HUBBELL LIGHTING ACCT  ,ENABLE GAS TRANSMISSION  ,015054,SOUTH,MQ,AR,UNION                         ,000000200,
LTLRCK UNION PL AC     ,ENABLE GAS TRANSMISSION  ,015055,NORTH,MQ,AR,SALINE                        ,000000220,
HOFFINGER INDUS AC     ,ENABLE GAS TRANSMISSION  ,015056,NORTH,MQ,AR,PHILLIPS                      ,000000340,
ONCUE EXPRESS354 ACCT  ,ENABLE GAS TRANSMISSION  ,015057,WEST1,MQ,OK,CUSTER                        ,000000140,
ONCUE EXPRESS355 ACCT  ,ENABLE GAS TRANSMISSION  ,015058,NEUT ,MQ,OK,LATIMER                       ,000000120,
BAD BOY INC ACCT       ,ENABLE GAS TRANSMISSION  ,015059,NORTH,MQ,AR,INDEPENDENCE                  ,000000380,
SAYRE MEMORIAL HOS ACCT,ENABLE GAS TRANSMISSION  ,015060,WEST1,MQ,OK,BECKHAM                       ,000000059,
PILGRIMS DEQUEEN ACCT  ,ENABLE GAS TRANSMISSION  ,015061,SOUTH,MQ,AR,HOWARD                        ,000000001,
CERC-BKEP MT PLEAS ACCT,ENABLE GAS TRANSMISSION  ,015062,SOUTH,MQ,TX,TITUS                         ,000000140,
TRIUMPH AIRBORN AC     ,ENABLE GAS TRANSMISSION  ,015063,NORTH,MQ,AR,GARLAND                       ,000000340,
CERC-CITY OF BOSS ACC#2,ENABLE GAS TRANSMISSION  ,015085,SOUTH,MQ,LA,BOSSIER                       ,000000210,
TAMKO BUILDING PROD ACC,ENABLE GAS TRANSMISSION  ,015086,SOUTH,MQ,TX,MORRIS                        ,000000060,
CINTAS CORP#2 ACCT     ,ENABLE GAS TRANSMISSION  ,015087,WEST2,MQ,OK,PONTOTOC                      ,000000160,
MENA HOSP COM ACCT     ,ENABLE GAS TRANSMISSION  ,015088,SOUTH,MQ,AR,POLK                          ,000000350,
LAKEWOOD HOUSE LLP ACCT,ENABLE GAS TRANSMISSION  ,015089,NORTH,MQ,AR,PULASKI                       ,000000001,
PATRIOT PROPPANTS ACCT ,ENABLE GAS TRANSMISSION  ,015090,SOUTH,MQ,LA,WEBSTER                       ,000000340,
REDRVR TEC CTR ACC     ,ENABLE GAS TRANSMISSION  ,015091,WEST2,MQ,OK,STEPHENS                      ,000000160,
DELTA MEM HOSP ACC     ,ENABLE GAS TRANSMISSION  ,015092,NORTH,MQ,AR,JEFFERSON                     ,000000170,
CENTRAL HGH SCHACC     ,ENABLE GAS TRANSMISSION  ,015093,NORTH,MQ,AR,SALINE                        ,000000304,
HALL HIGH SCH ACCT     ,ENABLE GAS TRANSMISSION  ,015094,NORTH,MQ,AR,SALINE                        ,000000278,
RK HALL CONST ACCT     ,ENABLE GAS TRANSMISSION  ,015095,SOUTH,MQ,AR,MILLER                        ,000001480,
GRDY MEM HOS AU AC     ,ENABLE GAS TRANSMISSION  ,015110,WEST2,MQ,OK,GRADY                         ,000000170,
CITY OF BOSSIER ACCT   ,ENABLE GAS TRANSMISSION  ,015111,SOUTH,MQ,LA,BOSSIER                       ,000000090,
PROD RICE PB ACCT      ,ENABLE GAS TRANSMISSION  ,015112,NORTH,MQ,AR,JEFFERSON                     ,000000001,
PROD RICE DEWITT ACCT  ,ENABLE GAS TRANSMISSION  ,015113,NORTH,MQ,AR,ARKANSAS                      ,000000001,
PROD RICE DEW-DIX ACCT ,ENABLE GAS TRANSMISSION  ,015114,NORTH,MQ,AR,ARKANSAS                      ,000000001,
PROD RICE MCCRORY ACCT ,ENABLE GAS TRANSMISSION  ,015115,NORTH,MQ,AR,WOODRUFF                      ,000000001,
PROD RICE WYNNE ACCT   ,ENABLE GAS TRANSMISSION  ,015116,NORTH,MQ,AR,CROSS                         ,000000001,
PROD RICE TYRONZA ACCT ,ENABLE GAS TRANSMISSION  ,015117,NORTH,MQ,AR,CRITTENDEN                    ,000000001,
RFI HOLLY GROVE ACCT   ,ENABLE GAS TRANSMISSION  ,015118,NORTH,MQ,AR,PHILLIPS                      ,000000001,
RFI GILLETT GRAIN ACCT ,ENABLE GAS TRANSMISSION  ,015119,NORTH,MQ,AR,ARKANSAS                      ,000000001,
RFI NEWPORT 2 ACCT     ,ENABLE GAS TRANSMISSION  ,015120,NORTH,MQ,AR,JACKSON                       ,000000001,
LM WND PWR BLA ACC     ,ENABLE GAS TRANSMISSION  ,015123,NORTH,MQ,AR,SALINE                        ,000000342,
JK PRODUCTS & SERV ACCT,ENABLE GAS TRANSMISSION  ,015124,NORTH,MQ,AR,CRAIGHEAD                     ,000000140,
WARR UNILU INC ACC     ,ENABLE GAS TRANSMISSION  ,015125,NORTH,MQ,AR,CRITTENDEN                    ,000001200,
PRIME-LINE INC ACC     ,ENABLE GAS TRANSMISSION  ,015126,NORTH,MQ,AR,HOT SPRING                    ,000000330,
EL DOR PAP BAG ACC     ,ENABLE GAS TRANSMISSION  ,015127,SOUTH,MQ,AR,UNION                         ,000000284,
POM INCORP. ACCT       ,ENABLE GAS TRANSMISSION  ,015128,NORTH,MQ,AR,POPE                          ,000000146,
FOR CTY MED CTR AC     ,ENABLE GAS TRANSMISSION  ,015129,NORTH,MQ,AR,ST. FRANCIS                   ,000000190,
BAP HLT HEBER ACCT     ,ENABLE GAS TRANSMISSION  ,015131,NORTH,MQ,AR,CLEBURNE                      ,000000120,
JAN EZE PLA INCACC     ,ENABLE GAS TRANSMISSION  ,015132,SOUTH,MQ,AR,HOWARD                        ,000000080,
ARCHER DANIELS MID ACCT,ENABLE GAS TRANSMISSION  ,015134,NORTH,MQ,AR,PHILLIPS                      ,000000025,
FF HOT WYNDHA ACCT     ,ENABLE GAS TRANSMISSION  ,015137,NORTH,MQ,AR,PULASKI                       ,000000060,
PLEAS VALL CC ACCT     ,ENABLE GAS TRANSMISSION  ,015138,NORTH,MQ,AR,SALINE                        ,000000060,
PPG INDUSTRIES ACC     ,ENABLE GAS TRANSMISSION  ,015139,NORTH,MQ,AR,SALINE                        ,000001040,
LR ATHL CLUB ACCT      ,ENABLE GAS TRANSMISSION  ,015140,NORTH,MQ,AR,SALINE                        ,000000100,
LR RAQUET CLUB ACC     ,ENABLE GAS TRANSMISSION  ,015141,NORTH,MQ,AR,SALINE                        ,000000130,
SOUTHLND RACI ACCT     ,ENABLE GAS TRANSMISSION  ,015142,NORTH,MQ,AR,CRITTENDEN                    ,000000198,
STELLA-JONES ACCT      ,ENABLE GAS TRANSMISSION  ,015143,NORTH,MQ,AR,YELL                          ,000001220,
HOLLYWOOD CLEANERS ACCT,ENABLE GAS TRANSMISSION  ,015163,SOUTH,MQ,AR,UNION                         ,000000100,
BAP MEM SURG ACCT      ,ENABLE GAS TRANSMISSION  ,015164,NORTH,MQ,AR,CRAIGHEAD                     ,000000160,
SOUTH ARK UNIV_ACC     ,ENABLE GAS TRANSMISSION  ,015165,SOUTH,MQ,AR,COLUMBIA                      ,000000370,
LYON COLL DERB ACC     ,ENABLE GAS TRANSMISSION  ,015166,NORTH,MQ,AR,COLUMBIA                      ,000000090,
ARK METH HOS 1 ACC     ,ENABLE GAS TRANSMISSION  ,015167,NORTH,MQ,AR,CRAIGHEAD                     ,000000329,
CERC-JACK MGG OP LLC AC,ENABLE GAS TRANSMISSION  ,015168,SOUTH,MQ,TX,CAMP                          ,000000130,
ARK METH HOS 2 ACC     ,ENABLE GAS TRANSMISSION  ,015169,NORTH,MQ,AR,CRAIGHEAD                     ,000000120,
CERC-BIG TEX TRA MFGACC,ENABLE GAS TRANSMISSION  ,015170,SOUTH,MQ,TX,TITUS                         ,000001370,
CAMDEN FORT LO ACC     ,ENABLE GAS TRANSMISSION  ,015171,SOUTH,MQ,AR,OUACHITA                      ,000000054,
CAMDEN LIN CTR ACC     ,ENABLE GAS TRANSMISSION  ,015172,SOUTH,MQ,AR,OUACHITA                      ,000000112,
CAMDEN IVOR HTS AC     ,ENABLE GAS TRANSMISSION  ,015173,SOUTH,MQ,AR,OUACHITA                      ,000000079,
ST JOSEPH MERCY #2 ACCT,ENABLE GAS TRANSMISSION  ,015174,NORTH,MQ,AR,PIKE                          ,000000100,
CHARAN FARMS INC ACCT  ,ENABLE GAS TRANSMISSION  ,015175,NORTH,MQ,AR,LOGAN                         ,000000060,
KROG CO ROD P ACCT     ,ENABLE GAS TRANSMISSION  ,015176,NORTH,MQ,AR,SALINE                        ,000000050,
KROG CO MCC B ACCT     ,ENABLE GAS TRANSMISSION  ,015177,NORTH,MQ,AR,PULASKI                       ,000000110,
KROG CO MILIT ACCT     ,ENABLE GAS TRANSMISSION  ,015178,NORTH,MQ,AR,SALINE                        ,000000090,
KROG CO W MRK ACCT     ,ENABLE GAS TRANSMISSION  ,015179,NORTH,MQ,AR,SALINE                        ,000000130,
ANTHONY-HIGGS LUMBER AC,ENABLE GAS TRANSMISSION  ,015182,SOUTH,MQ,AR,CLARK                         ,000000300,
ARK ARTS CTR ACCT      ,ENABLE GAS TRANSMISSION  ,015188,NORTH,MQ,AR,SALINE                        ,000000050,
VTECH SAND ACCT        ,ENABLE GAS TRANSMISSION  ,015190,NORTH,MQ,AR,JACKSON                       ,000001320,
MCGOWAN WK PAR ACC     ,ENABLE GAS TRANSMISSION  ,015191,SOUTH,MQ,AR,COLUMBIA                      ,000000350,
PILGRIM PRIDE-NSHVIL AC,ENABLE GAS TRANSMISSION  ,015192,SOUTH,MQ,AR,HOWARD                        ,000000001,
BRYCE COMP #2 ACCT     ,ENABLE GAS TRANSMISSION  ,015193,NORTH,MQ,AR,WHITE                         ,000000360,
TWIN RVRS FDS ACCT     ,ENABLE GAS TRANSMISSION  ,015194,NORTH,MQ,AR,POPE                          ,000000130,
UNIV OF ARK ATH AC     ,ENABLE GAS TRANSMISSION  ,015195,NORTH,MQ,AR,SALINE                        ,000000120,
U OF A MCALMONT AC     ,ENABLE GAS TRANSMISSION  ,015196,NORTH,MQ,AR,SALINE                        ,000000510,
STUTTGART PROP ACCT    ,ENABLE GAS TRANSMISSION  ,015197,NORTH,MQ,AR,ARKANSAS                      ,000000040,
ARK ST UNIV HS ACC     ,ENABLE GAS TRANSMISSION  ,015198,NORTH,MQ,AR,CLEBURNE                      ,000000130,
ARK ST UNIV-SEARCY AC  ,ENABLE GAS TRANSMISSION  ,015199,NORTH,MQ,AR,WHITE                         ,000000060,
BERENFIELD CONTAINER AC,ENABLE GAS TRANSMISSION  ,015200,NORTH,MQ,AR,JEFFERSON                     ,000000140,
BIG CNTRY CHAT ACC     ,ENABLE GAS TRANSMISSION  ,015201,NORTH,MQ,AR,SALINE                        ,000000060,
DEFIAN MTL PRD ACC     ,ENABLE GAS TRANSMISSION  ,015202,NORTH,MQ,AR,CLEBURNE                      ,000000470,
BLUE CUBE OPS ACCT     ,ENABLE GAS TRANSMISSION  ,015203,NORTH,MQ,AR,YELL                          ,000000200,
INTREPID INVES ACC     ,ENABLE GAS TRANSMISSION  ,015204,NORTH,MQ,AR,PULASKI                       ,000000060,
PET SOLUT LLC ACCT     ,ENABLE GAS TRANSMISSION  ,015205,NORTH,MQ,AR,POPE                          ,000003640,
YORK FARMS IN ACCT     ,ENABLE GAS TRANSMISSION  ,015207,SOUTH,MQ,AR,LITTLE RIVER                  ,000000110,
COLSON CAST COR AC     ,ENABLE GAS TRANSMISSION  ,015208,NORTH,MQ,AR,CRAIGHEAD                     ,000000610,
OZARK MT #2 BATES ACCT ,ENABLE GAS TRANSMISSION  ,015209,NORTH,MQ,AR,INDEPENDENCE                  ,000000140,
PILGRIM NASHVILLE #2 AC,ENABLE GAS TRANSMISSION  ,015210,SOUTH,MQ,AR,HOWARD                        ,000000049,
OUTPAT SRG CRT ACC     ,ENABLE GAS TRANSMISSION  ,015211,NORTH,MQ,AR,CRAIGHEAD                     ,000000080,
DOGG FRT OF ARK AC     ,ENABLE GAS TRANSMISSION  ,015212,NORTH,MQ,AR,PULASKI                       ,000000360,
HEND ST UNIV#2 ACC     ,ENABLE GAS TRANSMISSION  ,015213,SOUTH,MQ,AR,CLARK                         ,000000080,
ST BERN COM HOS AC     ,ENABLE GAS TRANSMISSION  ,015214,NORTH,MQ,AR,CROSS                         ,000000320,
CERC-CITY OF SHREVE ACC,ENABLE GAS TRANSMISSION  ,015225,SOUTH,MQ,LA,CADDO                         ,000000100,
TIME IT LUBE ACCT      ,ENABLE GAS TRANSMISSION  ,015228,SOUTH,MQ,LA,CADDO                         ,000000045,
TX GEN LAND ACCT       ,ENABLE GAS TRANSMISSION  ,015239,SOUTH,MQ,TX,WOOD                          ,000000001,
LAUDIES BRANTLEY ACCT  ,ENABLE GAS TRANSMISSION  ,015240,NORTH,MQ,AR,PULASKI                       ,000000001,
CATLET TWR PAR ACC     ,ENABLE GAS TRANSMISSION  ,015241,NORTH,MQ,AR,SALINE                        ,000000250,
MIDTOWN DR BLDG AC     ,ENABLE GAS TRANSMISSION  ,015242,NORTH,MQ,AR,SALINE                        ,000000250,
ORTHOARKANSAS  PA ACCT ,ENABLE GAS TRANSMISSION  ,015243,NORTH,MQ,AR,SALINE                        ,000000040,
ERGON ASPLT&EM ACC     ,ENABLE GAS TRANSMISSION  ,015253,NORTH,MQ,AR,SALINE                        ,000001170,
RETIRE TEA HOUS AC     ,ENABLE GAS TRANSMISSION  ,015254,NORTH,MQ,AR,SALINE                        ,000000080,
PULASKI CTY ACCT       ,ENABLE GAS TRANSMISSION  ,015255,NORTH,MQ,AR,SALINE                        ,000000180,
ARK CHILD HOS ACCT     ,ENABLE GAS TRANSMISSION  ,015256,NORTH,MQ,AR,SALINE                        ,000000130,
IMMAN BAP CHC ACCT     ,ENABLE GAS TRANSMISSION  ,015257,NORTH,MQ,AR,SALINE                        ,000000150,
ARK WORK COMP ACCT     ,ENABLE GAS TRANSMISSION  ,015258,NORTH,MQ,AR,SALINE                        ,000000040,
BARTON-LEXA SCHOOL ACCT,ENABLE GAS TRANSMISSION  ,015259,NORTH,MQ,AR,LEE                           ,000000140,
FRANKLIN ELE CO AC     ,ENABLE GAS TRANSMISSION  ,015260,NEUT ,MQ,OK,LATIMER                       ,000000310,
J&S MANUF #2 ACCT      ,ENABLE GAS TRANSMISSION  ,015261,NORTH,MQ,AR,SALINE                        ,000000050,
J&S MANUF #1 ACCT      ,ENABLE GAS TRANSMISSION  ,015262,NORTH,MQ,AR,SALINE                        ,000000330,
CHOCTAW MFG ACCT       ,ENABLE GAS TRANSMISSION  ,015263,NEUT ,MQ,OK,PITTSBURG                     ,000000100,
ETEX MED CTR PITTS ACCT,ENABLE GAS TRANSMISSION  ,015264,SOUTH,MQ,TX,CAMP                          ,000000100,
CATERPI INC ACCT       ,ENABLE GAS TRANSMISSION  ,015265,NORTH,MQ,AR,SALINE                        ,000001000,
CITY OF HOT SP ACC     ,ENABLE GAS TRANSMISSION  ,015266,NORTH,MQ,AR,GARLAND                       ,000000500,
GARLAND CO AR ACCT     ,ENABLE GAS TRANSMISSION  ,015267,NORTH,MQ,AR,GARLAND                       ,000000060,
GMRI HOT SPRG ACCT     ,ENABLE GAS TRANSMISSION  ,015268,NORTH,MQ,AR,GARLAND                       ,000000020,
GMRI JB TB ACCT        ,ENABLE GAS TRANSMISSION  ,015269,NORTH,MQ,AR,CRAIGHEAD                     ,000000020,
GMRI LTL ROCK ACCT     ,ENABLE GAS TRANSMISSION  ,015270,NORTH,MQ,AR,SALINE                        ,000000030,
ARK TEACH RET ACCT     ,ENABLE GAS TRANSMISSION  ,015271,NORTH,MQ,AR,SALINE                        ,000000340,
MILBANK MFG ACCT       ,ENABLE GAS TRANSMISSION  ,015272,SOUTH,MQ,AR,UNION                         ,000000190,
ST BERNARDS REG AC     ,ENABLE GAS TRANSMISSION  ,015273,NORTH,MQ,AR,CRAIGHEAD                     ,000000410,
ARK BLDG AUTH ACCT     ,ENABLE GAS TRANSMISSION  ,015274,NORTH,MQ,AR,SALINE                        ,000000090,
MAVERICK TRANS ACC     ,ENABLE GAS TRANSMISSION  ,015275,NORTH,MQ,AR,SALINE                        ,000000080,
EATON CORPORA ACCT     ,ENABLE GAS TRANSMISSION  ,015276,NORTH,MQ,AR,WHITE                         ,000000240,
UNIV OF C. ARK 3AC     ,ENABLE GAS TRANSMISSION  ,015278,NORTH,MQ,AR,FAULKNER                      ,000000280,
